FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE
BLACK,1997,2450754.5,947,2450754.5,1203,2,38.9,-120.5833333
Y G T B K,1997,2450767.5,900,2450767.5,1230,0.1,41.50722222,-121.1697222
SAWDUST,1997,2450741.5,430,2450747.5,1800,0.5,39.52416667,-121.1466667
COOKS,1997,2450758.5,1630,2450758.5,2000,1,40.205,-120.83
SENTRA,1997,2450676.5,230,2450676.5,300,0.1,39.525,-120.0033333
LUPINE,1997,2450734.5,1616,2450734.5,2130,0.1,37.28833333,-119.5583333
GREYS,1997,2450734.5,1730,2450735.5,1300,0.1,37.37666667,-119.5433333
CRANE,1997,2450738.5,1440,2450738.5,1530,0.1,37.29333333,-119.5783333
BEAR,1997,2450732.5,1100,2450732.5,1400,0.1,37.25166667,-119.1133333
DOGWOOD,1997,2450744.5,640,2450744.5,715,0.3,37.07666667,-119.3416667
BEASORE,1997,2450711.5,1340,2450711.5,1700,0.2,37.465,-119.45
CAMINO,1997,2450712.5,1015,2450712.5,1030,0.1,37.43333333,-119.4283333
STAIRWAY,1997,2450713.5,1000,2450713.5,1400,0.1,37.55833333,-119.13
PECKINPAH,1997,2450720.5,1620,2450720.5,2200,0.1,37.24166667,-119.47
MATTHEWS #1,1997,2450754.5,1505,2450754.5,1700,0.5,37.12,-119.3783333
MATTHEWS #2,1997,2450754.5,1521,2450754.5,1700,0.5,37.12,-119.3783333
MATTHEWS #3,1997,2450754.5,1521,2450754.5,2130,0.3,37.12,-119.3783333
MATTHEWS #4,1997,2450754.5,1521,2450754.5,1800,0.2,37.13333333,-119.3783333
MATTHEWS #5,1997,2450754.5,1522,2450754.5,1900,0.1,37.13333333,-119.3783333
MATTHEWS #6,1997,2450754.5,1605,2450755.5,800,2,37.12,-119.36
STABLE,1997,2450749.5,1205,2450749.5,1422,0.1,38.96166667,-119.9433333
YELLOW JACKET,1997,2450742.5,957,2450742.5,1120,0.1,39.19333333,-120.1133333
CAMP,1997,2450745.5,2240,2450746.5,30,0.1,38.67333333,-120.4083333
TEEN II,1997,2450718.5,1015,2450718.5,1050,0.1,38.72027778,-120.5391667
CAPLES 2,1997,2450688.5,1115,2450688.5,1310,0.1,38.70833333,-120.0366667
SECOND,1997,2450742.5,855,2450742.5,1930,4,37.83166667,-119.8966667
CABLE,1997,2450776.5,1430,2450776.5,1730,0.1,38.175,-120.1516667
ROAD,1997,2450710.5,745,2450710.5,1100,0.1,39.16333333,-120.3866667
RED,1997,2450710.5,730,2450710.5,1730,0.2,39.13666667,-120.4316667
WESTVILLE,1997,2450711.5,1140,2450711.5,1430,0.1,39.17,-120.63
WESTERN,1997,2450711.5,1430,2450711.5,1920,0.1,39.18166667,-120.41
THIRD,1997,2450742.5,1100,2450742.5,1300,0.1,37.83666667,-120
HELLS # 2,1997,2450752.5,1550,2450752.5,1555,0.1,38.05,-119.925
HELLS # 3,1997,2450752.5,1550,2450752.5,1555,0.1,38.05,-119.925
HARDIN,1997,2450761.5,1343,2450761.5,1548,0.5,37.80333333,-119.89
BLUEJAY,1997,2450755.5,2205,2450755.5,2240,1,33.65333333,-117.41
BOBCAT,1997,2450729.5,1500,2450729.5,1635,0.1,32.71166667,-116.5583333
BANCAS,1997,2450768.5,1520,2450768.5,1645,0.1,32.82166667,-116.565
CREST,1997,2450746.5,1317,2450746.5,1800,5,33.86666667,-117.6266667
UPPER,1997,2450766.5,1331,2450766.5,1400,0.1,33.605,-117.4366667
DR._PEPPER,1997,2450761.5,1330,2450761.5,1414,0.1,32.71333333,-116.5883333
TELESCOPE,1997,2450747.5,1200,2450751.5,1000,44.5,41,-123.675
BALD,1997,2450742.5,855,2450742.5,1930,2,37.83333333,-119.875
POWERHOUSE,1997,2450739.5,1450,2450739.5,1800,3,37.19166667,-119.4983333
WILLOW,1997,2450747.5,1350,2450747.5,1500,0.2,37.28166667,-119.505
SYCAMORE 2,1997,2450775.5,1320,2450775.5,1800,10,36.98333333,-119.3333333
TYLER,1997,2450738.5,1600,2450738.5,1900,3,39.40666667,-120.8133333
CARR,1997,2450721.5,1000,2450721.5,1200,0.1,39.39166667,-120.64
BROWN,1997,2450658.5,619,2450658.5,900,0.1,39.46166667,-121.0266667
HOME,1997,2450638.5,107,2450638.5,200,0.1,34.09833333,-116.9883333
MORTON #2,1997,2450638.5,1356,2450638.5,1700,0.3,34.09833333,-117.0233333
HATHAWAY,1997,2450621.5,1403,2450621.5,1800,8,33.95333333,-116.8666667
CITY CREEK,1997,2450713.5,1348,2450716.5,1800,521,34.15666667,-117.18
TORO,1997,2450744.5,1930,2450745.5,1800,4,33.51333333,-116.415
FAUSTO,1997,2450616.5,1432,2450616.5,1457,0.2,34.08666667,-116.915
HIGHWAY 38,1997,2450634.5,2127,2450634.5,2200,0.1,34.10166667,-117.025
BURRO,1997,2450658.5,245,2450658.5,1200,10,34,-116.8666667
MILL,1997,2450704.5,1338,2450711.5,1800,1336,34.17166667,-117.145
WATERMAN # 2,1997,2450740.5,1621,2450740.5,2038,70,34.185,-117.2683333
VEGAS,1997,2450685.5,1114,2450685.5,1200,0.1,34.16,-116.8466667
BIG,1997,2450702.5,1248,2450702.5,1845,0.1,34.2,-116.7433333
138,1997,2450708.5,1352,2450708.5,1500,0.1,34.24666667,-117.25
BLAZER,1997,2450690.5,1341,2450690.5,1410,0.1,34.22833333,-117.2683333
POLE,1997,2450746.5,1137,2450746.5,1500,0.1,40.12333333,-121.4566667
MCCOY,1997,2450666.5,1520,2450666.5,1600,0.2,40.46,-120.9413889
FREDONYER,1997,2450745.5,1330,2450745.5,1410,4,40.37166667,-120.8166667
DEVIL 2,1997,2450714.5,1655,2450714.5,1816,25,40.39277778,-120.7988889
OUTSIDE,1997,2450734.5,135,2450734.5,155,0.1,34.53333333,-118.055
HORN,1997,2450579.5,1357,2450583.5,1900,50,34.27166667,-117.6833333
LODI,1997,2450712.5,1026,2450712.5,1900,50,34.15833333,-117.7783333
MORRIS,1997,2450683.5,1337,2450683.5,1505,1,34.18333333,-117.875
WELDING,1997,2450666.5,1610,2450666.5,1631,0.1,34.15166667,-117.9216667
PONTIAC,1997,2450715.5,1414,2450715.5,1435,0.1,34.27166667,-117.8333333
ELLINGSON,1997,2450723.5,1340,2450723.5,1420,0.1,34.22333333,-117.655
SCRUBOAK,1997,2450739.5,530,2450739.5,700,5,34.17333333,-117.8733333
EVEY,1997,2450751.5,1025,2450751.5,2300,0.1,34.16666667,-117.6916667
DEER,1997,2450733.5,1530,2450733.5,1700,1,34.33333333,-117.8333333
GUARDRAIL,1997,2450724.5,1448,2450724.5,1530,0.1,34.62666667,-118.7283333
HAY,1997,2450726.5,1310,2450726.5,1345,0.1,34.53333333,-118.4983333
HASKETT,1997,2450732.5,1415,2450732.5,1530,0.5,34.49666667,-118.38
SUNDAY,1997,2450740.5,1642,2450740.5,1800,0.5,34.58333333,-118.71
DAHLIA,1997,2450739.5,1535,2450739.5,1645,0.2,34.43833333,-118.4083333
NIGHT,1997,2450745.5,415,2450745.5,600,0.1,34.29166667,-118.1833333
FREEWAY II,1997,2450747.5,1755,2450747.5,1830,0.5,34.49333333,-118.1816667
PAXTON,1997,2450752.5,1420,2450752.5,1530,9,34.29,-118.4066667
WASH,1997,2450755.5,1225,2450755.5,1300,0.5,34.31166667,-118.4083333
JAGUAR,1997,2450666.5,1610,2450666.5,1645,0.1,34.16833333,-117.6716667
MEMORY,1997,2450727.5,1835,2450727.5,1900,0.1,34.27166667,-118.2966667
PLAYGROUND,1997,2450733.5,2125,2450733.5,2300,2,34.41666667,-118.4216667
ESTATE,1997,2450734.5,50,2450734.5,130,0.5,34.51833333,-118.1066667
MINE,1997,2450734.5,230,2450734.5,330,3,34.505,-118.2283333
ROXFORD,1997,2450737.5,2140,2450737.5,2230,0.3,34.325,-118.4566667
MARVIN,1997,2450746.5,2354,2450747.5,25,0.2,34.57166667,-118.6866667
CHERRY II,1997,2450750.5,1544,2450750.5,2359,100,34.64166667,-118.7383333
PARTY,1997,2450752.5,1600,2450752.5,1615,0.1,34.64333333,-118.385
LOS ALAMOS,1997,2450757.5,1805,2450757.5,1900,5,34.70666667,-118.8233333
MANURE,1997,2450775.5,1430,2450775.5,1530,0.2,34.46,-118.1133333
GROVE,1997,2450774.5,1258,2450774.5,1400,0.1,34.20833333,-117.675
SPINKS,1997,2450534.5,1508,2450534.5,1615,2,34.15833333,-117.955
COBB,1997,2450755.5,1740,2450755.5,2200,8,34.205,-118.125
POST # 1,1997,2450657.5,1736,2450657.5,1745,0.1,34.28666667,-117.4433333
BOARD,1997,2450721.5,633,2450721.5,636,0.1,34.28666667,-117.4433333
WILDWOOD,1997,2450713.5,1304,2450714.5,1800,828.8,34.02,-116.9966667
FISHERMAN,1997,2450749.5,1429,2450749.5,1440,0.1,34.1,-116.9833333
LOPEZ,1997,2450786.5,1708,2450786.5,1745,0.1,34.185,-117.65
PLUESSSTAUFER,1997,2450668.5,1419,2450668.5,1729,0.1,34.31666667,-116.87
TRASH,1997,2450653.5,1610,2450653.5,1819,0.1,34.31666667,-117.0066667
CRYSTAL,1997,2450692.5,1244,2450692.5,2119,4,34.345,-116.9366667
KERN,1997,2450599.5,1644,2450599.5,1707,0.1,34.24666667,-116.825
HOURSE,1997,2450632.5,1915,2450632.5,2018,0.1,34.165,-116.8483333
PINE,1997,2450631.5,1925,2450631.5,1944,0.1,34.14166667,-116.9816667
HIKER,1997,2450631.5,1537,2450631.5,1637,0.1,34.30833333,-116.8866667
JUMP,1997,2450670.5,1503,2450672.5,1300,0.1,34.15666667,-116.6916667
MINE,1997,2450687.5,1814,2450688.5,1,1,34.28,-116.7533333
FAREWELL,1997,2450690.5,1656,2450690.5,2205,0.1,34.2,-116.7266667
FURNANCE,1997,2450696.5,1730,2450696.5,2012,0.1,34.35166667,-116.9333333
BENZ,1997,2450672.5,1436,2450672.5,1450,0.1,34.2,-117.145
SNOW,1997,2450739.5,947,2450739.5,1018,0.1,34.22833333,-117.145
SWAB,1997,2450735.5,1000,2450735.5,1014,0.1,34.24333333,-117.5833333
SHENENDOAH,1997,2450736.5,721,2450736.5,1000,0.2,34.24333333,-117.18
BARN,1997,2450757.5,1510,2450757.5,1700,0.1,41.14166667,-122.3166667
RAT,1997,2450714.5,1300,2450714.5,1500,0.1,40.175,-122.8683333
KNOB,1997,2450694.5,1530,2450694.5,1905,0.1,40.43666667,-122.9433333
PINE,1997,2450697.5,1500,2450697.5,1900,0.5,40.31,-123.1
CEDAR,1997,2450701.5,930,2450703.5,1430,0.3,41.77333333,-123.605
KEMPER,1997,2450711.5,1215,2450711.5,1630,0.5,41.89166667,-123.425
SAAME,1997,2450704.5,915,2450704.5,1700,0.1,41.3,-123.2333333
BROWNS,1997,2450705.5,830,2450705.5,1200,0.1,41.295,-123.2416667
LAMPERT,1997,2450711.5,1515,2450711.5,1700,0.3,41.64333333,-123.085
DAVIS,1997,2450653.5,1630,2450653.5,1800,0.2,41.405,-123.4833333
CRAPO,1997,2450663.5,1423,2450667.5,1800,0.8,41.36,-123.2083333
ISLAND,1997,2450666.5,1820,2450666.5,1855,0.2,41.425,-123.1583333
RANGE,1997,2450764.5,1138,2450764.5,1215,0.2,35.06527778,-120.1716667
HOMESTEAD,1997,2450715.5,1143,2450718.5,600,375,34.51833333,-120.1683333
BLANCO,1997,2450752.5,2120,2450753.5,600,3,36.33666667,-121.8033333
MINT,1997,2450804.5,2035,2450804.5,2130,0.7,34.46666667,-118.4
SWITZER,1997,2450750.5,430,2450750.5,715,1,34.26666667,-118.14
BUCKHORN,1997,2450774.5,830,2450774.5,1300,0.1,34.34166667,-117.9183333
CREST,1997,2450804.5,2235,2450804.5,2250,0.1,34.22666667,-118.1866667
CANYON 2,1997,2450630.5,1300,2450637.5,2000,5200,34.16333333,-117.905
NARROWS,1997,2450673.5,1315,2450683.5,2000,18186,34.28333333,-117.75
SALAZAR,1997,2450767.5,900,2450767.5,930,0.1,32.75,-116.625
SWEATER,1997,2450768.5,1300,2450768.5,1322,0.1,32.70166667,-116.545
SCOVE,1997,2450810.5,1618,2450810.5,1900,0.5,32.82333333,-116.655
GILLEPIE,1997,2450537.5,1400,2450537.5,1500,0.1,39.95166667,-120.9083333
CLIO,1997,2450537.5,1435,2450537.5,1700,0.1,39.74166667,-120.5666667
BUTTERFLY,1997,2450540.5,1430,2450540.5,1510,0.1,40.00333333,-120.9766667
INDIAN,1997,2450540.5,1448,2450540.5,1800,0.3,39.50833333,-121.205
MISSION,1997,2450540.5,1710,2450540.5,1930,0.5,40.14666667,-120.8966667
MOUNTAIN,1997,2450549.5,1301,2450549.5,1700,0.1,39.70166667,-121.3233333
DONOMORE,1997,2450636.5,1600,2450637.5,1430,0.1,41.99666667,-122.9166667
RANCHO,1997,2450811.5,2120,2450811.5,2235,0.1,33.43666667,-117.3616667
AXLE,1997,2450649.5,1457,2450649.5,1515,0.1,32.83833333,-116.6716667
FOREST VIEW,1997,2450740.5,1500,2450740.5,1545,0.1,39.01833333,-120.125
SILVER,1997,2450565.5,935,2450565.5,1001,0.1,37.78833333,-119.13
HINDS,1997,2450573.5,1750,2450574.5,600,10,37.12166667,-118.3916667
ABERDEEN,1997,2450578.5,1215,2450578.5,1300,0.1,36.96166667,-118.3016667
EARLY,1997,2450578.5,1200,2450578.5,1630,0.1,37.60166667,-118.6516667
NOON,1997,2450579.5,1200,2450580.5,1300,0.3,37.81833333,-118.9833333
DIRTBIKE,1997,2450579.5,1506,2450579.5,1648,0.2,37.83166667,-119.0383333
SAWMILL EAST,1997,2450579.5,1645,2450582.5,1130,0.1,37.86,-119.1483333
SAWMILL WEST,1997,2450579.5,1700,2450590.5,1600,8,37.86,-119.1483333
OUT,1997,2450579.5,1645,2450579.5,1740,0.1,37.45666667,-118.65
LOST,1997,2450579.5,1815,2450579.5,1856,0.1,37.91833333,-119.0566667
CRATER,1997,2450579.5,1400,2450579.5,1620,0.1,37.85166667,-119.02
DECHAMBEAU,1997,2450583.5,1845,2450584.5,1433,10,38.04833333,-119.0933333
CHIPMUNK,1997,2450604.5,1320,2450604.5,1630,0.1,37.305,-118.455
CANYON,1997,2450608.5,809,2450608.5,1300,0.1,37.93333333,-119.185
BOULDER,1997,2450608.5,1800,2450608.5,1830,0.1,37.61666667,-118.6333333
ROUND,1997,2450608.5,1705,2450608.5,1720,0.1,37.61666667,-118.6333333
STAKE,1997,2450608.5,1715,2450608.5,1900,0.1,37.56666667,-118.64
ROUND 2,1997,2450608.5,1725,2450608.5,2130,0.1,37.61666667,-118.6333333
ROUND 3,1997,2450608.5,1745,2450608.5,1930,0.1,37.61666667,-118.6333333
WAGON,1997,2450608.5,1815,2450608.5,1945,0.1,37.58,-118.6816667
ROUND 4,1997,2450608.5,1815,2450608.5,1900,0.1,37.61666667,-118.6333333
WILD ROSE,1997,2450608.5,2000,2450608.5,2300,0.1,37.61666667,-118.6333333
DEVIL,1997,2450608.5,1920,2450608.5,2030,0.1,37.61666667,-118.6333333
TKO,1997,2450608.5,2020,2450608.5,2230,0.1,37.61666667,-118.6333333
55,1997,2450609.5,1140,2450609.5,1330,0.1,37.61666667,-118.6333333
DRY,1997,2450620.5,2100,2450620.5,2300,0.1,37.68333333,-119.0166667
ROCK,1997,2450621.5,1100,2450621.5,1326,0.1,37.54333333,-118.6133333
BIG SPRINGS,1997,2450629.5,1525,2450629.5,1611,0.1,37.76,-118.9466667
PARTY,1997,2450630.5,1323,2450630.5,1343,0.1,37.65833333,-118.9416667
4 JEFFERY,1997,2450633.5,1640,2450633.5,1930,0.1,37.93333333,-118.56
BOX,1997,2450633.5,1610,2450634.5,1130,3,37.41333333,-118.2483333
TUBE,1997,2450634.5,1100,2450634.5,1245,0.1,37.73333333,-118.9833333
CHAIR,1997,2450637.5,1320,2450637.5,1530,0.2,37.64166667,-119.0133333
STRIKE,1997,2450650.5,1630,2450650.5,1715,0.1,37.68666667,-119
JOAQUIN,1997,2450654.5,1600,2450654.5,2000,0.1,37.65,-119.0866667
LOOKOUT,1997,2450656.5,1240,2450656.5,1430,0.1,37.73333333,-118.9333333
MONUMENT,1997,2450657.5,1458,2450735.5,1600,2,37.61333333,-119.1083333
MILKER,1997,2450657.5,1400,2450658.5,1630,0.3,37.86,-119.1483333
WHEELER,1997,2450658.5,1515,2450658.5,1600,0.1,37,-118
L.V.,1997,2450658.5,1525,2450658.5,1630,0.1,37.60166667,-118.9283333
AINSLEE,1997,2450658.5,1645,2450658.5,1700,0.1,37,-118
BLACK POINT,1997,2450658.5,1645,2450658.5,1800,0.1,38.03333333,-119.1116667
WET,1997,2450659.5,1326,2450659.5,1700,0.1,37.80333333,-118.78
BOHLER,1997,2450659.5,1335,2450659.5,1900,0.1,37.89,-119.1666667
DUTCH,1997,2450660.5,1040,2450660.5,1340,0.1,37.28166667,-118.6066667
GOOD MORNING,1997,2450665.5,820,2450665.5,1339,0.1,37.93333333,-118.56
OWENS #1,1997,2450666.5,1730,2450666.5,1949,0.1,37.71666667,-118.835
OWENS #2,1997,2450666.5,1745,2450666.5,1950,0.2,37.70166667,-118.8566667
MAHOGANY,1997,2450668.5,1728,2450668.5,1806,0.1,37.875,-118.835
O'HARREL,1997,2450666.5,1724,2450667.5,1900,0.1,37.76,-118.725
ANTELOPE,1997,2450666.5,1800,2450667.5,1523,1,37.69666667,-118.875
PORTAL,1997,2450667.5,1530,2450667.5,1723,0.3,37.87333333,-119.0716667
HALEY,1997,2450667.5,1530,2450667.5,1715,0.3,37.91833333,-118.9583333
MILLS,1997,2450667.5,1515,2450667.5,1725,0.3,37.91833333,-118.965
WILFRED,1997,2450667.5,845,2450668.5,1300,0.1,37.745,-118.7066667
MT.DANA,1997,2450667.5,1544,2450667.5,1800,0.1,37.915,-119.1583333
ADOBE,1997,2450667.5,1840,2450668.5,1651,0.1,38.005,-118.72
PEP,1997,2450676.5,1915,2450676.5,2000,0.1,37.28166667,-118.595
BLACK,1997,2450667.5,1944,2450668.5,1325,0.3,37.78833333,-118.6516667
SOLO,1997,2450668.5,1430,2450668.5,1630,0.1,38.105,-118.7616667
POINT,1997,2450666.5,2009,2450666.5,2350,5,38.03333333,-119.075
DEADMAN,1997,2450671.5,1113,2450671.5,1217,0.1,37.71666667,-119.0016667
MINARET,1997,2450671.5,1345,2450671.5,1545,0.1,37.65666667,-118.9866667
CONE,1997,2450677.5,1243,2450677.5,1657,0.3,37.89,-118.9833333
DUFF,1997,2450683.5,1130,2450683.5,1250,0.1,37.89,-118.9466667
HALL,1997,2450684.5,600,2450684.5,1304,0.1,37.99,-119.295
PLATEAU,1997,2450693.5,1449,2450693.5,1512,0.1,37.91833333,-119.2033333
AGNEW,1997,2450696.5,1745,2450697.5,1130,0.1,37.76,-119.13
PACKER,1997,2450697.5,1656,2450697.5,1715,0.1,37.76,-119.2216667
VALLEY,1997,2450698.5,1600,2450700.5,1100,5,37.53833333,-119.0433333
FERN,1997,2450705.5,1800,2450709.5,1200,0.1,37.61333333,-119.14
GHOST,1997,2450693.5,1439,2450701.5,2000,0.1,37.68833333,-118.4133333
RAMP,1997,2450730.5,2245,2450731.5,6,0.1,37.64333333,-118.97
HOSTEL,1997,2450750.5,2315,2450751.5,200,0.1,37.31666667,-118.7616667
PARTY 2,1997,2450753.5,1100,2450753.5,1230,0.1,37.325,-118.56
JOSHUA,1997,2450663.5,1730,2450663.5,1800,0.1,34.41138889,-117.7602778
DILLON SADDLE,1997,2450701.5,1345,2450701.5,1500,0.1,41.54,-123.5833333
FROGPOND,1997,2450740.5,1145,2450740.5,1245,0.1,41.53333333,-123.5166667
UNION,1997,2450672.5,201,2450672.5,322,0.1,41.78833333,-123.0583333
LUTHER,1997,2450548.5,1445,2450548.5,1630,0.5,41.85833333,-123.3866667
CEDAR II,1997,2450618.5,1300,2450618.5,1330,0.1,41.565,-123.6016667
TAZMANIAN,1997,2450575.5,1330,2450587.5,1159,0.1,36.34833333,-118.28
KERN,1997,2450575.5,1340,2450587.5,1159,0.1,36.305,-118.2983333
RANGE,1997,2450575.5,1345,2450587.5,1159,0.1,36.305,-118.245
PAPOOSE,1997,2450579.5,1630,2450580.5,1130,0.1,37.035,-118.12
TOWER,1997,2450577.5,1000,2450591.5,1130,0.1,36.34833333,-118.4066667
SIDEHILL,1997,2450575.5,1355,2450590.5,1059,0.1,36.275,-118.3516667
TOWER II,1997,2450586.5,1400,2450622.5,1800,598,36.33666667,-118.395
ANDERSON,1997,2450596.5,900,2450596.5,1730,0.5,36.21666667,-118.1366667
MULKEY,1997,2450597.5,1400,2450601.5,1330,0.1,36.34833333,-118.195
OAK CREEK,1997,2450619.5,1731,2450622.5,2000,2.5,36.83333333,-118.2633333
WILLY,1997,2450634.5,1700,2450661.5,1800,50,36.69333333,-118.2933333
LONG,1997,2450658.5,915,2450659.5,1400,0.1,36.26666667,-118.25
MANZANITA,1997,2450658.5,1430,2450659.5,2000,0.4,36.22666667,-118.3083333
INDIAN,1997,2450664.5,800,2450665.5,1400,0.1,36.26666667,-118.2833333
CASA,1997,2450664.5,1030,2450664.5,1900,0.1,36.20333333,-118.28
RANGE,1997,2450664.5,1000,2450665.5,1300,0.1,36.26666667,-118.24
DOE,1997,2450664.5,1600,2450665.5,1600,0.1,36.23833333,-118.29
KNOB,1997,2450665.5,1228,2450669.5,1900,1.5,36.22,-118.2933333
OSA,1997,2450671.5,1400,2450671.5,1630,0.1,36.18833333,-118.28
SAWMILL,1997,2450692.5,1700,2450692.5,1830,1,36.88833333,-118.2283333
ASH,1997,2450695.5,1500,2450699.5,1800,1,36.37833333,-118.15
FALLS,1997,2450699.5,1500,2450708.5,1500,1,36.5,-118.0833333
TUNAWEE,1997,2450701.5,2000,2450704.5,2200,55,36.33833333,-118.0266667
GROUT,1997,2450600.5,1126,2450600.5,1141,0.1,34.27,-116.9466667
BERTHA,1997,2450664.5,811,2450664.5,1454,0.1,34.28666667,-116.9016667
LIBERTY,1997,2450694.5,1013,2450694.5,1257,0.1,34.335,-116.9933333
DUN,1997,2450719.5,1730,2450719.5,1747,0.1,34.26333333,-117.2333333
POPPET,1997,2450714.5,1430,2450716.5,1800,1500,33.88166667,-116.85
CLUB,1997,2450793.5,816,2450793.5,940,0.1,33.73666667,-116.725
COLD,1997,2450793.5,1051,2450793.5,1345,0.1,33.79,-116.7483333
NISSAN,1997,2450796.5,2118,2450796.5,2150,0.1,33.70166667,-116.7533333
TURKEY,1997,2450779.5,1400,2450783.5,1500,0.2,34.28666667,-117.1983333
WATERMAN #3,1997,2450810.5,1401,2450810.5,2330,10,34.2,-117.2683333
RED,1997,2450599.5,1130,2450599.5,1300,0.1,33.825,-116.8416667
RED MOUNTAIN,1997,2450600.5,1640,2450602.5,2000,64,33.75833333,-116.925
CROMWELL,1997,2450622.5,152,2450622.5,214,0.1,34.11666667,-117.0016667
FENCE,1997,2450625.5,1609,2450625.5,1639,0.1,34.185,-117.18
EAST,1997,2450628.5,1254,2450629.5,1200,0.2,34.125,-116.92
TRIBAL,1997,2450629.5,447,2450629.5,600,1,33.52333333,-116.775
PARADISE,1997,2450629.5,1605,2450630.5,1500,25,33.54333333,-116.5266667
ROCKMERE,1997,2450630.5,1401,2450630.5,1410,0.1,33.75833333,-116.7383333
BROWN,1997,2450631.5,1019,2450631.5,1100,0.1,34.05,-116.9466667
MCALLISTER,1997,2450633.5,1025,2450633.5,1028,0.1,33.74333333,-116.7133333
SIX,1997,2450633.5,1432,2450633.5,1545,0.1,33.83833333,-116.7366667
CITY,1997,2450635.5,350,2450635.5,600,0.5,34.15166667,-117.1866667
GATE,1997,2450636.5,515,2450636.5,545,0.1,34.09833333,-117.0666667
SUICIDE,1997,2450652.5,1420,2450652.5,1630,0.1,33.77166667,-116.6933333
BAUTISTA,1997,2450656.5,1505,2450658.5,1800,140,33.61833333,-116.7833333
PLUNGE,1997,2450656.5,1622,2450658.5,1800,82,34.17166667,-117.1116667
SEWER,1997,2450659.5,829,2450659.5,1000,0.1,33.73,-116.7616667
TRAM,1997,2450659.5,1432,2450659.5,1502,2,33.84166667,-116.605
SHOOTER,1997,2450661.5,1310,2450661.5,1400,1,34.27333333,-117.53
LOUISE,1997,2450688.5,1419,2450688.5,1615,1,33.57333333,-116.6933333
RAMONA,1997,2450692.5,1400,2450692.5,1700,0.1,33.61166667,-116.6916667
BLACK,1997,2450693.5,1619,2450693.5,1930,0.1,33.77,-116.7266667
SADDLE,1997,2450694.5,1148,2450694.5,1702,0.1,33.78,-116.6566667
VIEW,1997,2450696.5,1720,2450697.5,1330,0.1,33.675,-116.58
VIVIAN,1997,2450782.5,830,2450782.5,1400,0.1,34.085,-116.8333333
HEMLOCK,1997,2450634.5,1510,2450638.5,1800,3737,34.15666667,-117.2333333
TIE,1997,2450638.5,1511,2450638.5,1513,0.1,34.24333333,-117.4433333
ARROWHEAD,1997,2450650.5,1139,2450650.5,1205,0.1,34.215,-117.25
CALICO,1997,2450644.5,1322,2450644.5,1324,0.1,34.2,-117.4433333
SAXON,1997,2450653.5,1746,2450653.5,1815,0.1,34.24333333,-117.25
POST #2,1997,2450659.5,252,2450659.5,300,0.1,34.24666667,-117.265
SCHOOL,1997,2450673.5,1937,2450673.5,2130,0.1,34.23333333,-117.2333333
CEDAR,1997,2450679.5,2114,2450680.5,1,1.5,34.25,-117.25
SILVERWOOD #4,1997,2450697.5,1330,2450697.5,1350,0.1,34.25833333,-117.2833333
SCOTT,1997,2450751.5,103,2450751.5,105,0.5,34.24333333,-117.495
APPLE,1997,2450516.5,1440,2450516.5,1448,0.4,34.25166667,-117.495
LAKE VIEW,1997,2450750.5,1440,2450750.5,1450,0.1,34.21833333,-117.0216667
DEADMAN,1997,2450766.5,1700,2450766.5,1900,0.1,34.23333333,-116.78
HEART,1997,2450669.5,1600,2450669.5,2200,0.3,34.18833333,-116.7616667
LAKE,1997,2450752.5,1810,2450752.5,2345,0.3,34.25833333,-116.905
LIMESTONE,1998,2450862.5,1140,2450862.5,1300,0.1,35.96,-118.4766667
PLUS,1998,2450929.5,1400,2450929.5,1630,1,41.06666667,-122.6966667
ASH,1998,2450821.5,1115,2450821.5,1131,0.1,41.26333333,-121.95
BUCKLEY,1998,2450891.5,1130,2450891.5,1800,2.5,40.87,-122.26
TRAILER,1998,2450823.5,520,2450823.5,550,0.1,34.49333333,-118.6216667
ARROW,1998,2450823.5,930,2450823.5,945,0.1,34.56666667,-118.6866667
LOT,1998,2450839.5,855,2450839.5,930,0.1,34.68166667,-118.8
BLUE,1998,2450839.5,1715,2450839.5,1800,0.1,34.57166667,-118.6866667
ROBE,1998,2450844.5,940,2450844.5,1017,0.1,34.23666667,-117.6566667
MOON,1998,2450835.5,1800,2450835.5,1900,0.1,34.28333333,-117.8366667
VETTE,1998,2450835.5,1655,2450835.5,1730,0.1,34.31833333,-118.0016667
CHIMNEY,1998,2450927.5,950,2450927.5,1025,0.1,34.685,-118.46
FORD,1998,2450894.5,1010,2450894.5,1030,0.1,34.255,-117.6333333
SPRINGS,1998,2450896.5,1847,2450896.5,2013,0.1,34.3,-117.835
BOUQUET,1998,2450931.5,1559,2450931.5,1700,2,34.475,-118.4916667
NORUMBEGA,1998,2450934.5,2305,2450934.5,2345,0.2,34.165,-117.9833333
RIVER,1998,2450941.5,1624,2450941.5,1650,0.1,34.43333333,-118.365
SATURDAY,1998,2450928.5,2224,2450928.5,2245,0.1,34.71666667,-118.7983333
ARCHERY,1998,2450895.5,1645,2450895.5,1710,0.1,34.28333333,-118.2916667
BUG,1998,2450912.5,1045,2450912.5,1115,0.1,34.51666667,-118.6333333
MOBILE,1998,2450921.5,1645,2450921.5,1715,0.1,34.67833333,-118.4566667
